Year,Category,Shared,Winner,Individual/ Organization,Gender,Place of Birth,Country_of_Birth,Continent,Year of Birth,Age,Country represented for Nobel Prize,Short Description,Description,Universities,Image,DBpedia Link,Profile
1946,Chemistry,,John Howard Northrop,Individual,Male,Yonkers,United States of America,North America,1891,55,United States of America,American Biochemist,"John Howard Northrop (July 5, 1891 – May 27, 1987) was an American biochemist who won, with James Batcheller Sumner and Wendell Meredith Stanley, the 1946 Nobel Prize in Chemistry. The award was given for these scientists' isolation, crystallization, and study of enzymes, proteins, and viruses. Northrop was a Professor of Bacteriology and Medical Physics, Emeritus at University of California, Berkeley. ",Columbia University,http://upload.wikimedia.org/wikipedia/commons/3/3a/John_Howard_Northrop.jpg,http://dbpedia.org/page/John_Howard_Northrop,http://en.wikipedia.org/wiki/John_Howard_Northrop
1946,Chemistry,,James B. Sumner,Individual,Male,Canton,United States of America,North America,1887,59,United States of America,American Chemist,"James Batcheller Sumner (November 19, 1887 – August 12, 1955) was an American chemist. He shared the Nobel Prize in Chemistry in 1946 with John Howard Northrop and Wendell Meredith Stanley.",Harvard University,http://upload.wikimedia.org/wikipedia/commons/8/84/James_Batcheller_Sumner.jpg,http://dbpedia.org/page/James_B._Sumner,http://en.wikipedia.org/wiki/James_B._Sumner
1946,Chemistry,,Wendell Meredith Stanley,Individual,Male,Ridgeville,United States of America,North America,1904,42,United States of America,American Virologist,"Wendell Meredith Stanley (16 August 1904 – 15 June 1971) was an American biochemist, virologist and Nobel laureate. ",Earlham College,http://upload.wikimedia.org/wikipedia/en/5/53/Wendell_Meredith_Stanley.jpg,http://dbpedia.org/page/Wendell_Meredith_Stanley,http://en.wikipedia.org/wiki/Wendell_Meredith_Stanley
1946,Medicine / Physiology,,Hermann Joseph Muller,Individual,Male,New York City,United States of America,North America,1890,56,United States of America,American Biologist,"Hermann Joseph Muller (or H. J. Muller ) (December 21, 1890 – April 5, 1967) was an American geneticist, educator, and Nobel laureate best known for his work on the physiological and genetic effects of radiation (X-ray mutagenesis) as well as his outspoken political beliefs. Muller frequently warned of the long-term dangers of radioactive fallout from nuclear war and nuclear testing, helping to raise public awareness in this area. ",,http://upload.wikimedia.org/wikipedia/ena/a4/Hermann_Joseph_Muller.jpg,http://dbpedia.org/page/Hermann_Joseph_Muller,http://en.wikipedia.org/wiki/Hermann_Joseph_Muller
1946,Peace,,Emily Greene Balch,Individual,Female,Boston,United States of America,North America,1867,79,United States of America,Economist,"Emily Greene Balch (January 8, 1867 – January 9, 1961) was an American economist and writer.",,http://upload.wikimedia.org/wikipedia/commons/6/6d/EmilyGreeneBalch.jpg,http://dbpedia.org/page/Emily_Greene_Balch,http://en.wikipedia.org/wiki/Emily_Greene_Balch
1946,Physics,,Percy Williams Bridgman,Individual,Male,Cambridge,United States of America,North America,1882,64,United States of America,American Mathematician And Physicist,Percy Williams Bridgman (21 April 1882 – 20 August 1961) was an American physicist who won the 1946 Nobel Prize in Physics for his work on the physics of high pressures. He also wrote extensively on the scientific method and on other aspects of the philosophy of science.,Harvard University,http://upload.wikimedia.org/wikipedia/commons/9/9a/Bridgman.jpg,http://dbpedia.org/page/Percy_Williams_Bridgman,http://en.wikipedia.org/wiki/Percy_Williams_Bridgman
1947,Medicine / Physiology,,Bernardo Houssay,Individual,Male,Buenos Aires,Argentina,South America,1887,60,Argentina,Argentine Physician,"Bernardo Alberto Houssay (April 10, 1887 – September 21, 1971) was an Argentine physiologist who, in 1947, received one half Nobel Prize for Physiology or Medicine for his discovery of the role played by pituitary hormones in regulating the amount of blood sugar ( glucose ) in animals. He is the first Argentine and Latin American Nobel laureate in the sciences. (He shared the prize with Carl Ferdinand Cori and Gerty Cori, who won for their discoveries regarding the role of glucose in carbohydrate metabolism.) ",,http://upload.wikimedia.org/wikipedia/commons/f/f0/Bernado_Houssay.JPG,http://dbpedia.org/page/Bernardo_Houssay,http://en.wikipedia.org/wiki/Bernardo_Houssay
1947,Medicine / Physiology,,Carl Ferdinand Cori,Individual,Male,Prague,Czech Republic,Europe,1896,51,Czech Republic,American Biochemist,"Carl Ferdinand Cori, ForMemRS (December 5, 1896 – October 20, 1984) was a Czech biochemist and pharmacologist born in Prague (then in Austria-Hungary, now Czech Republic ) who, together with his wife Gerty Cori and Argentine physiologist Bernardo Houssay, received a Nobel Prize in 1947 for their discovery of how glycogen (animal starch) – a derivative of glucose – is broken down and resynthesized in the body, for use as a store and source of energy. In 2004 both were designated a National Historic Chemical Landmark in recognition of their work that elucidated carbohydrate metabolism. ",Charles University in Prague,http://upload.wikimedia.org/wikipedia/commons/3/31/Carl_Ferdinand_Cori.jpg,http://dbpedia.org/page/Carl_Ferdinand_Cori,http://en.wikipedia.org/wiki/Carl_Ferdinand_Cori
1947,Medicine / Physiology,,Gerty Cori,Individual,Female,Prague,Czech Republic,Europe,1896,51,"Czech Republic, United States of America",Austrian Biochemist,"Gerty Theresa Cori (née Radnitz; August 15, 1896 – October 26, 1957) was an American biochemist who became the third woman—and first American woman—to win a Nobel Prize in science, and the first woman to be awarded the Nobel Prize in Physiology or Medicine.",Charles University in Prague,http://upload.wikimedia.org/wikipedia/commons/d/d6/Gerty_Theresa_Cori.jpg,http://dbpedia.org/page/Gerty_Cori,http://en.wikipedia.org/wiki/Gerty_Cori
1947,Literature,,André Gide,Individual,Male,Paris,France,Europe,1869,78,France,French Novelist And Essayist,"André Paul Guillaume Gide ( French: [??d?e p?l ?ijom ?id]; 22 November 1869 – 19 February 1951) was a French author and winner of the Nobel Prize in Literature in 1947 ""for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight"". Gide's career ranged from its beginnings in the symbolist movement, to the advent of anticolonialism between the two World Wars.",,http://upload.wikimedia.org/wikipedia/commons/4/42/Andr%C3%A9_Gide.jpg,http://dbpedia.org/page/Andr%C3%A9_Gide,http://en.wikipedia.org/wiki/Andr%C3%A9_Gide
1947,Chemistry,,Robert Robinson,Individual,Male,Derbyshire,United Kingdom,Europe,1886,61,United Kingdom,British Chemist,"Sir Robert Robinson, OM, PRS, FRSE (13 September 1886 – 8 February 1975) was an English organic chemist and Nobel laureate recognised in 1947 for his research on plant dyestuffs ( anthocyanins ) and alkaloids. In 1947, he also received the Medal of Freedom with Silver Palm.",University of Manchester,http://upload.wikimedia.org/wikipedia/commons/9/93/Robert_Robinson_organic_chemist.jpg,http://dbpedia.org/page/Robert_Robinson_(organic_chemist),http://en.wikipedia.org/wiki/Robert_Robinson_(organic_chemist)
1947,Peace,,Friends Service Council,Organization,Organization,,United Kingdom,Europe,,,United Kingdom,,"Quaker Peace & Social Witness ( QPSW ), previously known as the Friends Service Council, and then as Quaker Peace and Service, is one of the central committees of Britain Yearly Meeting of the Religious Society of Friends - the national organisation of Quakers in Britain. It works to promote British Quakers' testimonies of equality, justice, peace, simplicity and truth. It works alongside both small local and large international pressure groups.",,,http://dbpedia.org/page/Quaker_Peace_and_Social_Witness,http://en.wikipedia.org/wiki/Quaker_Peace_and_Social_Witness
1947,Physics,,Edward Victor Appleton,Individual,Male,West Yorkshire,United Kingdom,Europe,1892,55,United Kingdom,English Physicist,"Sir Edward Victor Appleton, GBE, KCB, FRS (6 September 1892 – 21 April 1965) was an English physicist. He won the Nobel Prize in Physics in 1947 for his seminal work proving the existence of the ionosphere during experiments carried out in 1924.",University of Cambridge,http://upload.wikimedia.org/wikipedia/commons/5/58/Appleton.jpg,http://dbpedia.org/page/Edward_Victor_Appleton,http://en.wikipedia.org/wiki/Edward_Victor_Appleton
1947,Peace,,American Friends Service Committee,Organization,Organization,,United States of America,North America,,,United States of America,,The American Friends Service Committee ( AFSC ) is a Religious Society of Friends ( Quaker ) affiliated organization which works for peace and social justice in the United States and around the world. AFSC was founded in 1917 as a combined effort by American members of the Religious Society of Friends to assist civilian victims of World War I.,,http://upload.wikimedia.org/wikipedia/en/e/e7/AFSC-Logo.png,http://dbpedia.org/page/American_Friends_Service_Committee,http://en.wikipedia.org/wiki/American_Friends_Service_Committee
1948,Chemistry,,Arne Tiselius,Individual,Male,Stockholm,Sweden,Europe,1902,46,Sweden,Swedish Biochemist,"Arne Wilhelm Kaurin Tiselius (10 August 1902 – 29 October 1971) was a Swedish biochemist who won the Nobel Prize in Chemistry in 1948 ""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins."" ",Uppsala University,http://upload.wikimedia.org/wikipedia/commons//b/b1/Arne_Tiselius.jpg,http://dbpedia.org/page/Arne_Tiselius,http://en.wikipedia.org/wiki/Arne_Tiselius
1948,Medicine / Physiology,,Paul Hermann Müller,Individual,Male,Solothurn,Switzerland,Europe,1899,49,Switzerland,Swiss Chemist,Paul Hermann Müller also known as Pauly Mueller (12 January 1899 – 13 October 1965) was a Swiss chemist who received the 1948 Nobel prize in Physiology or Medicine for his 1939 discovery of insecticidal qualities and use of DDT in the control of vector diseases such as malaria and yellow fever.,University of Basel,http://upload.wikimedia.org/wikipedia/commons/d/d6/Paul_Hermann_M%C3%BCller_nobel.jpg,http://dbpedia.org/page/Paul_Hermann_M%C3%BCller,http://en.wikipedia.org/wiki/Paul_Hermann_M%C3%BCller
1948,Physics,,Patrick Blackett,Individual,Male,London,United Kingdom,Europe,1897,51,United Kingdom,,"Patrick Maynard Stuart Blackett, Baron Blackett OM CH FRS (18 November 1897 – 13 July 1974) was an English experimental physicist known for his work on cloud chambers, cosmic rays, and paleomagnetism. He also made a major contribution in World War II advising on military strategy and developing operational research. His left-wing views saw an outlet in third world development and in influencing policy in the Labour Government of the 1960s. ",University of Cambridge,http://upload.wikimedia.org/wikipedia/commons//c/c3/Blackett-large.jpg,"http://dbpedia.org/page/Patrick_Blackett,_Baron_Blackett","http://en.wikipedia.org/wiki/Patrick_Blackett,_Baron_Blackett"
1948,Literature,,T. S. Eliot,Individual,Male,St. Louis,United States of America,North America,1888,60,United States of America,"Poet, Dramatist, Literary Critic","Thomas Stearns Eliot OM (26 September 1888 – 4 January 1965) was an essayist, publisher, playwright, literary and social critic and ""one of the twentieth century's major poets."" He was born in St. Louis, Missouri to an old Yankee family. However he emigrated to England in 1914 (at age 25) and was naturalised as a British subject in 1927 at age 39.","University of Oxford, Harvard University",http://upload.wikimedia.org/wikipedia/commons/2/26/Thomas_Stearns_Eliot_by_Lady_Ottoline_Morrell_%281934%29.jpg,http://dbpedia.org/page/T._S._Eliot,http://en.wikipedia.org/wiki/T._S._Eliot
1949,Chemistry,,William Giauque,Individual,Male,Niagara Falls,Canada,North America,1895,54,"Canada, United States of America",American Chemist,"William Francis Giauque ( /d?i?o?k/; May 12, 1895 – March 28, 1982) was an American chemist and Nobel laureate recognized in 1949 for his studies in the properties of matter at temperatures close to absolute zero. He spent virtually all of his educational and professional career at the University of California, Berkeley.",University of California - Berkeley,http://upload.wikimedia.org/wikipedia/en2/20/William_Giauque_Nobel.jpg,http://dbpedia.org/page/William_Giauque,http://en.wikipedia.org/wiki/William_Giauque
1949,Physics,,Hideki Yukawa,Individual,Male,Tokyo,Japan,Asia,1907,42,Japan,Japanese Theoretical Physicist,"Hideki Yukawa ForMemRS FRSE (?? ??,Yukawa Hideki?, 23 January 1907 – 8 September 1981), was a Japanese theoretical physicist and the first Japanese Nobel laureate.",Kyoto University,http://upload.wikimedia.org/wikipedia/commons/7/7b/Yukawa.jpg,http://dbpedia.org/page/Hideki_Yukawa,http://en.wikipedia.org/wiki/Hideki_Yukawa
1949,Medicine / Physiology,,António Egas Moniz,Individual,Male,Avanca,Portugal,Europe,1874,75,Portugal,Portuguese Neurosurgeon,"António Caetano de Abreu Freire Egas Moniz (29 November 1874 – 13 December 1955), known as Egas Moniz ( Portuguese: [????? mu?ni?] ), was a Portuguese neurologist and the developer of cerebral angiography. He is regarded as one of the founders of modern psychosurgery, having developed the surgical procedure leucotomy —?known better today as lobotomy —?for which he became the first Portuguese national to receive a Nobel Prize in 1949 (shared with Walter Rudolf Hess ). ",University of Coimbra,http://upload.wikimedia.org/wikipedia/commons/c/c2/Moniz.jpg,http://dbpedia.org/page/Ant%C3%B3nio_Egas_Moniz,http://en.wikipedia.org/wiki/Ant%C3%B3nio_Egas_Moniz
1949,Medicine / Physiology,,Walter Rudolf Hess,Individual,Male,Frauenfeld,Switzerland,Europe,1881,68,Switzerland,,"Walter Rudolf Hess (March 17, 1881 – August 12, 1973) was a Swiss physiologist who won the Nobel Prize in Physiology or Medicine in 1949 for mapping the areas of the brain involved in the control of internal organs. He shared the prize with Egas Moniz.",University of Zurich,http://upload.wikimedia.org/wikipedia/commons/c/cb/Walter_Hess.jpg,http://dbpedia.org/page/Walter_Rudolf_Hess,http://en.wikipedia.org/wiki/Walter_Rudolf_Hess
1949,Peace,,John Boyd Orr,Individual,Male,Kilmaurs,United Kingdom,Europe,1880,69,United Kingdom,,"John Boyd Orr, 1st Baron Boyd-Orr CH, DSO, MC, FRS (23 September 1880 – 25 June 1971), known as Sir John Boyd Orr from 1935 to 1949, was a Scottish teacher, doctor, biologist and politician who received the Nobel Peace Prize for his scientific research into nutrition and his work as the first Director-General of the United Nations Food and Agriculture Organization (FAO). He was the co-founder and the first President (1960–1971) of the World Academy of Art and Science (WAAS). ",University of Glasgow,http://upload.wikimedia.org/wikipedia/commons/4/4f/John_Boyd_Orr_nobel.jpg,"http://dbpedia.org/page/John_Boyd_Orr,_1st_Baron_Boyd-Orr","http://en.wikipedia.org/wiki/John_Boyd_Orr,_1st_Baron_Boyd-Orr"
1949,Literature,,William Faulkner,Individual,Male,Oxford,United States of America,North America,1897,52,United States of America,"Novelist, Short Story Writer","William Cuthbert Faulkner ( /?f??lkn?r/, September 25, 1897 – July 6, 1962) was an American writer and Nobel Prize laureate from Oxford, Mississippi. Faulkner wrote novels, short stories, a play, poetry, essays and screenplays. He is primarily known for his novels and short stories set in the fictional Yoknapatawpha County, based on Lafayette County, Mississippi, where he spent most of his life. ",,http://upload.wikimedia.org/wikipedia/commons/f/f3/William_Faulkner_1949.jpg,http://dbpedia.org/page/William_Faulkner,http://en.wikipedia.org/wiki/William_Faulkner
1950,Chemistry,,Kurt Alder,Individual,Male,Königshütte,Germany,Europe,1902,48,Germany,German Chemist,Kurt Alder (10 July 1902 – 20 June 1958) was a German chemist and Nobel laureate.,"Humboldt University of Berlin, University of Kiel",http://upload.wikimedia.org/wikipedia/commons/3/30/Kurt_Alder_Nobel.jpg,http://dbpedia.org/page/Kurt_Alder,http://en.wikipedia.org/wiki/Kurt_Alder
1950,Chemistry,,Otto Diels,Individual,Male,Hamburg,Germany,Europe,1876,74,Germany,German Chemist,"Otto Paul Hermann Diels (23 January 1876 – 7 March 1954) was a German chemist. His most notable work was done with Kurt Alder on the Diels-Alder reaction, a method for diene synthesis. The pair was awarded the Nobel Prize in Chemistry in 1950 for their work. Their method of synthesizing cyclic organic compounds proved valuable for the manufacture of synthetic rubber and plastic. He completed his education at the University of Berlin, where he later worked. Diels was employed at the University of Kiel when he completed his Nobel Prize–winning work, and remained there until he retired in 1945. Diels was married, with five children. He died in 1954.",Humboldt University of Berlin,http://upload.wikimedia.org/wikipedia/commons/3/38/Otto_Paul_Hermann_Diels.jpg,http://dbpedia.org/page/Otto_Diels,http://en.wikipedia.org/wiki/Otto_Diels
1950,Medicine / Physiology,,Tadeus Reichstein,Individual,Male,W?oc?awek,Poland,Europe,1897,53,"Poland, Switzerland",Polish Chemist,"Tadeusz Reichstein (20 July 1897 – 1 August 1996) was a Polish Swiss chemist, the Nobel Prize in Physiology or Medicine laureate (1950). ",,http://upload.wikimedia.org/wikipedia/commons/4/4d/Thadeus_Reichstein_ETH-Bib_Portr_10137.jpg,http://dbpedia.org/page/Tadeus_Reichstein,http://en.wikipedia.org/wiki/Tadeus_Reichstein
1950,Literature,,Bertrand Russell,Individual,Male,Trellech,United Kingdom,Europe,1872,78,United Kingdom,"Philosopher, Logician, And Mathematician","Bertrand Arthur William Russell, 3rd Earl Russell, OM, FRS ( /?r?s?l/; 18 May 1872 – 2 February 1970) was a British philosopher, logician, mathematician, historian, social critic and political activist. At various points in his life he considered himself a liberal, a socialist, and a pacifist, but he also admitted that he had never been any of these in any profound sense. He was born in Monmouthshire, into one of the most prominent aristocratic families in Britain. ",,http://upload.wikimedia.org/wikipedia/commons/9/9b/Honourable_Bertrand_Russell.jpg,http://dbpedia.org/page/Bertrand_Russell,http://en.wikipedia.org/wiki/Bertrand_Russell
1950,Physics,,C. F. Powell,Individual,Male,Tonbridge,United Kingdom,Europe,1903,47,United Kingdom,British Physicist,"Cecil Frank Powell, FRS (5 December 1903 – 9 August 1969) was a British physicist, and Nobel Prize in Physics laureate for his development of the photographic method of studying nuclear processes and for the resulting discovery of the pion (pi-meson), a subatomic particle. ",University of Cambridge,http://upload.wikimedia.org/wikipedia/commons/c/ca/Cecil_Powell.jpg,http://dbpedia.org/page/C._F._Powell,http://en.wikipedia.org/wiki/C._F._Powell
1950,Medicine / Physiology,,Edward Calvin Kendall,Individual,Male,South Norwalk,United States of America,North America,1886,64,United States of America,American Chemist,"Edward Calvin Kendall (March 8, 1886 – May 4, 1972) was an American chemist. In 1950, Kendall was awarded the Nobel Prize for Physiology or Medicine along with Swiss chemist Tadeus Reichstein and Mayo Clinic physician Philip S. Hench, for their work with the hormones of the adrenal gland. Kendall did not only focus on the adrenal glands, he was also responsible for the isolation of thyroxine, a hormone of the thyroid gland and worked with the team that crystallized glutathione and identified its chemical structure.",Columbia University,http://upload.wikimedia.org/wikipedia/enf/fa/Edward_Calvin_Kendall_nobel.jpg,http://dbpedia.org/page/Edward_Calvin_Kendall,http://en.wikipedia.org/wiki/Edward_Calvin_Kendall
1950,Medicine / Physiology,,Philip Showalter Hench,Individual,Male,Pittsburgh,United States of America,North America,1896,54,United States of America,American Endocrinologist,"Philip Showalter Hench (February 28, 1896 – March 30, 1965) was an American physician. Hench, along with his Mayo Clinic co-worker Edward Calvin Kendall and Swiss chemist Tadeus Reichstein was awarded the Nobel Prize for Physiology or Medicine in 1950 for the discovery of the hormone cortisone, and its application for the treatment of rheumatoid arthritis. The Nobel Committee bestowed the award for the trio's ""discoveries relating to the hormones of the adrenal cortex, their structure and biological effects."" ","Lafayette College, University of Pittsburgh",http://upload.wikimedia.org/wikipedia/ena/a9/Philip_Showalter_Hench.jpg,http://dbpedia.org/page/Philip_Showalter_Hench,http://en.wikipedia.org/wiki/Philip_Showalter_Hench
1950,Peace,,Ralph Bunche,Individual,Male,Detroit,United States of America,North America,1903,47,United States of America,American Diplomat,"Ralph Johnson Bunche ( /b?nt?/; August 7, 1903 (disputed) or 1904 – December 9, 1971) was an American political scientist, academic, and diplomat who received the 1950 Nobel Peace Prize for his late 1940s mediation in Palestine. He was the first African American and person of color to be so honored in the history of the prize. He was involved in the formation and administration of the United Nations. In 1963, he was awarded the Medal of Freedom by President John F. Kennedy.",,http://upload.wikimedia.org/wikipedia/commons/d/d0/Ralph_Bunche_-_1963_March_on_Washington.jpg,http://dbpedia.org/page/Ralph_Bunche,http://en.wikipedia.org/wiki/Ralph_Bunche
1951,Peace,,Léon Jouhaux,Individual,Male,Paris,France,Europe,1879,72,France,French Activist,"Léon Jouhaux (July 1, 1879 – April 28, 1954) was a French trade union leader who received the Nobel Peace Prize in 1951. ",,http://upload.wikimedia.org/wikipedia/commons/d/d5/Syndicalism.svg,http://dbpedia.org/page/L%C3%A9on_Jouhaux,http://en.wikipedia.org/wiki/L%C3%A9on_Jouhaux
1951,Physics,,Ernest Walton,Individual,Male,County Waterford,Ireland,Europe,1903,48,Ireland,Irish Physicist,"Ernest Thomas Sinton Walton (6 October 1903 – 25 June 1995) was an Irish physicist and Nobel laureate for his work with John Cockcroft with "" atom-smashing "" experiments done at Cambridge University in the early 1930s, and so became the first person in history to artificially split the atom, thus ushering the nuclear age.",,http://upload.wikimedia.org/wikipedia/commons/6/65/Ernest_Walton.jpg,http://dbpedia.org/page/Ernest_Walton,http://en.wikipedia.org/wiki/Ernest_Walton
1951,Medicine / Physiology,,Max Theiler,Individual,Male,Pretoria,South Africa,Africa,1899,52,South Africa,South African-american Virologist,Max Theiler (30 January 1899 – 11 August 1972) was a South African-American virologist and doctor. He was awarded the Nobel Prize in Physiology or Medicine in 1951 for developing a vaccine against yellow fever in 1937.,,http://upload.wikimedia.org/wikipedia/commons/b/b3/Max_Theiler_nobel.jpg,http://dbpedia.org/page/Max_Theiler,http://en.wikipedia.org/wiki/Max_Theiler
1951,Literature,,Pär Lagerkvist,Individual,Male,Växjö,Sweden,Europe,1891,60,Sweden,Swedish Writer,Pär Fabian Lagerkvist (23 May 1891 – 11 July 1974) was a Swedish author who received the Nobel Prize in Literature in 1951.,,http://upload.wikimedia.org/wikipedia/commons/0/04/Lagerkvist.jpg,http://dbpedia.org/page/P%C3%A4r_Lagerkvist,http://en.wikipedia.org/wiki/P%C3%A4r_Lagerkvist
1951,Physics,,John Cockcroft,Individual,Male,Todmorden,United Kingdom,Europe,1897,54,United Kingdom,British Physicist,"Sir John Douglas Cockcroft OM KCB CBE FRS (27 May 1897 – 18 September 1967) was a British physicist. He shared the Nobel Prize in Physics for splitting the atomic nucleus with Ernest Walton, and was instrumental in the development of nuclear power. He was the first Master of Churchill College and is buried at the Parish of the Ascension Burial Ground in Cambridge, together with his wife Elizabeth and son John, known as Timothy, who had died at the age of two in 1929.","University of Cambridge, University of Manchester, Victoria University - Manchester",http://upload.wikimedia.org/wikipedia/commons/8/80/Sir_John_Douglas_Cockcroft.jpg,http://dbpedia.org/page/John_Cockcroft,http://en.wikipedia.org/wiki/John_Cockcroft
1951,Chemistry,,Glenn T. Seaborg,Individual,Male,Ishpeming,United States of America,North America,1912,39,United States of America,American Chemist,"Glenn Theodore Seaborg ( /?si?b?r?/; April 19, 1912 – February 25, 1999) was an American scientist whose involvement in the synthesis, discovery and investigation of ten transuranium elements earned him a share of the 1951 Nobel Prize in Chemistry. His work in this area also led to his development of the actinide concept and the arrangement of the actinide series in the periodic table of the elements.",University of California - Los Angeles,http://upload.wikimedia.org/wikipedia/commons/4/47/Glenn_Seaborg_-_1964.jpg,http://dbpedia.org/page/Glenn_T._Seaborg,http://en.wikipedia.org/wiki/Glenn_T._Seaborg
1951,Chemistry,,Edwin McMillan,Individual,Male,Redondo Beach,United States of America,North America,1907,44,United States of America,American Scientist,"Edwin Mattison McMillan (September 18, 1907 – September 7, 1991) was an American physicist and Nobel laureate credited with being the first ever to produce a transuranium element. He shared the Nobel Prize in Chemistry with Glenn Seaborg in 1951. ","California Institute of Technology, Princeton University",http://upload.wikimedia.org/wikipedia/en8/86/Edwin_McMillan_Nobel.jpg,http://dbpedia.org/page/Edwin_McMillan,http://en.wikipedia.org/wiki/Edwin_McMillan
1952,Literature,,François Mauriac,Individual,Male,Bordeaux,France,Europe,1885,67,France,French Writer,"François Charles Mauriac ( French: [mo?jak]; 11 October 1885 – 1 September 1970) was a French author, member of the Académie française (from 1933), and laureate of the Nobel Prize in Literature (1952). He was awarded the Grand Cross of the Légion d'honneur in 1958.",,http://upload.wikimedia.org/wikipedia/commons/d/d5/Fran%C3%A7ois_Mauriac_%281932%29.jpg,http://dbpedia.org/page/Fran%C3%A7ois_Mauriac,http://en.wikipedia.org/wiki/Fran%C3%A7ois_Mauriac
1952,Peace,,Albert Schweitzer,Individual,Male,Kaysersberg,Germany,Europe,1875,77,"France, Germany","German Theologian, Musician, Philosopher, And Physician","Albert Schweitzer, OM (14 January 1875 – 4 September 1965) was a German—and later French—theologian, organist, philosopher, physician, and medical missionary in Africa, also known for his interpretive life of Jesus. He was born in the province of Alsace-Lorraine, at that time part of the German Empire, considered himself French and wrote mostly in French. Schweitzer, a Lutheran, challenged both the secular view of Jesus as depicted by historical-critical methodology current at his time in certain academic circles, as well as the traditional Christian view.",,http://upload.wikimedia.org/wikipedia/commons/5/58/Bundesarchiv_Bild_183-D0116-0041-019%2C_Albert_Schweitzer.jpg,http://dbpedia.org/page/Albert_Schweitzer,http://en.wikipedia.org/wiki/Albert_Schweitzer
1952,Physics,,Felix Bloch,Individual,Male,Zürich,Switzerland,Europe,1905,47,"Switzerland, United States of America",,"Felix Bloch (October 23, 1905 – September 10, 1983) was a Swiss physicist, working mainly in the U.S. ","ETH Zurich, Leipzig University",http://upload.wikimedia.org/wikipedia/commons//0/0b/Felix_Bloch%2C_Stanford_University.jpg,http://dbpedia.org/page/Felix_Bloch,http://en.wikipedia.org/wiki/Felix_Bloch
1952,Medicine / Physiology,,Selman Waksman,Individual,Male,Pryluky,Ukraine,Europe,1888,64,"Ukraine, United States of America","American Scientist, Biochemist, Microbiologist","Selman Abraham Waksman (July 22, 1888 – August 16, 1973) was a Ukrainian-American inventor, biochemist and microbiologist whose research into organic substances —largely into organisms that live in soil —and their decomposition promoted the discovery of Streptomycin, and several other antibiotics. A professor of biochemistry and microbiology at Rutgers University for four decades, he discovered over twenty antibiotics (a word which he coined) and introduced procedures that have led to the development of many others. The proceeds earned from the licensing of his patents funded a foundation for microbiological research, which established the Waksman Institute of Microbiology located on Rutgers University's Busch Campus in Piscataway, New Jersey (USA). In 1952 he was awarded the Nobel Prize in Physiology or Medicine in recognition ""for his discovery of ""streptomycin,"" the first antibiotic active against tuberculosis."" Waksman was later accused of fraud by Albert Schatz, a PhD student working in his lab – who published the first paper on Streptomycin with Waksman as the secondary co-author.","University of California - Berkeley, Rutgers University",http://upload.wikimedia.org/wikipedia/commons/3/33/Selman_Waksman_NYWTS.jpg,http://dbpedia.org/page/Selman_Waksman,http://en.wikipedia.org/wiki/Selman_Waksman
1952,Chemistry,,Richard Laurence Millington Synge,Individual,Male,Liverpool,United Kingdom,Europe,1914,38,United Kingdom,British Biochemist,"Richard Laurence Millington Synge FRS ( Liverpool, 28 October 1914 - Norwich, 18 August 1994) was a British biochemist, and shared the 1952 Nobel Prize in Chemistry for the invention of partition chromatography with Archer Martin.",University of Cambridge,http://upload.wikimedia.org/wikipedia/commons/4/45/Richard_Laurence_Millington_Synge.jpg,http://dbpedia.org/page/Richard_Laurence_Millington_Synge,http://en.wikipedia.org/wiki/Richard_Laurence_Millington_Synge
1952,Chemistry,,Archer John Porter Martin,Individual,Male,London,United Kingdom,Europe,1910,42,United Kingdom,British Biochemist,"Archer John Porter Martin, FRS (1 March 1910 – 28 July 2002) was an English chemist who shared the 1952 Nobel Prize in Chemistry for the invention of partition chromatography with Richard Synge.",University of Cambridge,http://upload.wikimedia.org/wikipedia/commons/d/df/Archer_John_Porter_Martin_Nobel.jpg,http://dbpedia.org/page/Archer_John_Porter_Martin,http://en.wikipedia.org/wiki/Archer_John_Porter_Martin
1952,Physics,,Edward Mills Purcell,Individual,Male,Taylorville,United States of America,North America,1912,40,United States of America,American Physicist,"Edward Mills Purcell (August 30, 1912 – March 7, 1997) was an American physicist who shared the 1952 Nobel Prize for Physics for his independent discovery (published 1946) of nuclear magnetic resonance in liquids and in solids. Nuclear magnetic resonance (NMR) has become widely used to study the molecular structure of pure materials and the composition of mixtures. See also Magnetic resonance imaging (MRI).","Purdue University, Harvard University",http://upload.wikimedia.org/wikipedia/commons/d/d3/Edward_Mills_Purcell.jpg,http://dbpedia.org/page/Edward_Mills_Purcell,http://en.wikipedia.org/wiki/Edward_Mills_Purcell
1953,Chemistry,,Hermann Staudinger,Individual,Male,Worms,Germany,Europe,1881,72,Germany,German Chemist,"Hermann Staudinger (23 March 1881 – 8 September 1965) was a German chemist who demonstrated the existence of macromolecules, which he characterized as polymers. For this work he received the 1953 Nobel Prize in Chemistry. He is also known for his discovery of ketenes and of the Staudinger reaction.",Martin Luther University of Halle-Wittenberg,http://upload.wikimedia.org/wikipedia/commons/b/b9/Hermann_Staudinger.jpg,http://dbpedia.org/page/Hermann_Staudinger,http://en.wikipedia.org/wiki/Hermann_Staudinger
